"0",""
"0","# there's definitely a season, and a trend"
"0","# so first, we need to take the log transformation, then do the differencing"
"0",""
"0","log_ts = log(ts_data[[1]])"
"0","diff(log_ts)"
"1","    "
"1","           Jan"
"1","           Feb"
"1","           Mar"
"1","           Apr"
"1","
1972"
"1","              "
"1"," -0.2207878376"
"1","  0.1251631430"
"1","  0.0808408985"
"1","
1973"
"1"," -0.0532040361"
"1"," -0.0265796378"
"1","  0.1063701069"
"1"," -0.0203880660"
"1","
1974"
"1"," -0.0190009847"
"1"," -0.1695593052"
"1","  0.3273967347"
"1"," -0.2109320908"
"1","
1975"
"1","  0.3090732624"
"1"," -0.0211981584"
"1"," -0.0431892026"
"1","  0.0906825823"
"1","
1976"
"1"," -0.0255177880"
"1"," -0.0395407644"
"1","  0.3059206242"
"1"," -0.1735903367"
"1","
1977"
"1"," -0.2015593869"
"1","  0.0895888728"
"1","  0.2162645052"
"1","  0.2272168767"
"1","
1978"
"1","  0.6268652562"
"1"," -0.0594752192"
"1","  0.2610684239"
"1","  0.0720311282"
"1","
1979"
"1","  0.1580995575"
"1","  0.1521039605"
"1","  0.3267280386"
"1"," -0.3975933194"
"1","
"
"1","    "
"1","           May"
"1","           Jun"
"1","           Jul"
"1","           Aug"
"1","
1972"
"1"," -0.0291439947"
"1","  0.1049223036"
"1"," -0.2357972371"
"1","  0.2118439961"
"1","
1973"
"1","  0.1507610959"
"1"," -0.0342375783"
"1","  0.0910514785"
"1","  0.0803645098"
"1","
1974"
"1","  0.2229676343"
"1"," -0.2012181907"
"1","  0.3439436413"
"1"," -0.0590623894"
"1","
1975"
"1"," -0.1751688440"
"1","  0.0729324695"
"1","  0.1934722045"
"1"," -0.0443143087"
"1","
1976"
"1"," -0.1903175451"
"1","  0.1170289447"
"1","  0.0523187190"
"1","  0.0096894460"
"1","
1977"
"1"," -0.2496760908"
"1"," -0.1157133557"
"1","  0.1741328253"
"1","  0.0051978171"
"1","
1978"
"1"," -0.0935260580"
"1","  0.1420403982"
"1","  0.0109740470"
"1"," -0.1145481644"
"1","
1979"
"1","  0.2628496050"
"1","  0.1378230086"
"1"," -0.0143219015"
"1","  0.0007794233"
"1","
"
"1","    "
"1","           Sep"
"1","           Oct"
"1","           Nov"
"1","           Dec"
"1","
1972"
"1"," -0.3296270317"
"1","  0.2978131635"
"1"," -0.1468779205"
"1","  0.1531149470"
"1","
1973"
"1"," -0.2135373295"
"1","  0.0692477784"
"1"," -0.0817539540"
"1","  0.1680216706"
"1","
1974"
"1"," -0.0843670387"
"1","  0.2995828079"
"1"," -0.2507926438"
"1"," -0.1409363406"
"1","
1975"
"1"," -0.0239947529"
"1","  0.0838132481"
"1"," -0.1647107913"
"1"," -0.0248828004"
"1","
1976"
"1"," -0.1502822030"
"1"," -0.0403551732"
"1"," -0.0485156651"
"1","  0.0782676906"
"1","
1977"
"1","  0.1172708718"
"1"," -0.3181976164"
"1"," -0.0542628586"
"1"," -0.4683692778"
"1","
1978"
"1","  0.0641878732"
"1"," -0.0480013792"
"1"," -0.2227673050"
"1"," -0.1506042069"
"1","
1979"
"1"," -0.0908790302"
"1","  0.1795446673"
"1","              "
"1","              "
"1","
"
"0","plot.ts(diff(log_ts, 12))"
