"0","# plot.ts(log_return_ts[1:40])"
"0",""
"0","Box.test(data2, "
"0","         lag=log(length(data2)))"
"1","
"
"1","	Box-Pierce test"
"1","
"
"1","
"
"1","data:  "
"1",""
"1","data2"
"1",""
"1","
"
"1","X-squared = 120.93, df = 6.375, p-value < 2.2e-16"
"1","
"
"1","
"
"0","#pvalue is low, meaning we can reject the null hypothesis and go for the test (some autocorrelations are significant)"
"0",""
"0",""
"0","acf2(data2)"
"1","    "
"1"," [,1]"
"1","  [,2]"
"1"," [,3]"
"1"," [,4]"
"1"," [,5]"
"1"," [,6]"
"1","  [,7]"
"1","  [,8]"
"1","  [,9]"
"1"," [,10]"
"1"," [,11]"
"1","
ACF "
"1"," 0.44"
"1","  0.08"
"1"," 0.03"
"1"," 0.04"
"1"," 0.03"
"1"," 0.01"
"1","  0.00"
"1"," -0.01"
"1"," -0.02"
"1","  0.00"
"1"," -0.16"
"1","
PACF"
"1"," 0.44"
"1"," -0.14"
"1"," 0.07"
"1"," 0.01"
"1"," 0.01"
"1"," 0.00"
"1"," -0.01"
"1"," -0.01"
"1"," -0.01"
"1","  0.02"
"1"," -0.22"
"1","
"
"1","    "
"1"," [,12]"
"1"," [,13]"
"1"," [,14]"
"1"," [,15]"
"1"," [,16]"
"1"," [,17]"
"1"," [,18]"
"1"," [,19]"
"1"," [,20]"
"1"," [,21]"
"1","
ACF "
"1"," -0.46"
"1"," -0.25"
"1"," -0.09"
"1"," -0.06"
"1"," -0.06"
"1"," -0.04"
"1"," -0.05"
"1"," -0.07"
"1"," -0.05"
"1","  0.01"
"1","
PACF"
"1"," -0.39"
"1","  0.17"
"1"," -0.09"
"1","  0.00"
"1"," -0.02"
"1","  0.02"
"1"," -0.06"
"1"," -0.04"
"1"," -0.02"
"1","  0.04"
"1","
"
"1","    "
"1"," [,22]"
"1"," [,23]"
"1"," [,24]"
"1"," [,25]"
"1"," [,26]"
"1"," [,27]"
"1"," [,28]"
"1"," [,29]"
"1"," [,30]"
"1"," [,31]"
"1","
ACF "
"1","  0.01"
"1"," -0.04"
"1"," -0.06"
"1"," -0.01"
"1","  0.03"
"1","  0.07"
"1","  0.02"
"1"," -0.05"
"1"," -0.02"
"1","  0.03"
"1","
PACF"
"1","  0.00"
"1"," -0.17"
"1"," -0.29"
"1","  0.13"
"1"," -0.03"
"1","  0.06"
"1"," -0.12"
"1"," -0.04"
"1"," -0.05"
"1"," -0.01"
"1","
"
"1","    "
"1"," [,32]"
"1"," [,33]"
"1"," [,34]"
"1"," [,35]"
"1"," [,36]"
"1"," [,37]"
"1"," [,38]"
"1"," [,39]"
"1"," [,40]"
"1"," [,41]"
"1","
ACF "
"1","  0.05"
"1"," -0.01"
"1"," -0.08"
"1"," -0.02"
"1","   0.1"
"1","  0.12"
"1","  0.04"
"1"," -0.08"
"1","  0.03"
"1","  0.12"
"1","
PACF"
"1"," -0.01"
"1"," -0.02"
"1"," -0.09"
"1"," -0.06"
"1","  -0.1"
"1","  0.14"
"1"," -0.06"
"1"," -0.07"
"1","  0.06"
"1","  0.03"
"1","
"
"1","    "
"1"," [,42]"
"1"," [,43]"
"1"," [,44]"
"1"," [,45]"
"1"," [,46]"
"1"," [,47]"
"1"," [,48]"
"1","
ACF "
"1","  0.11"
"1","  0.05"
"1"," -0.02"
"1"," -0.02"
"1","  0.09"
"1","  0.06"
"1"," -0.07"
"1","
PACF"
"1"," -0.01"
"1","  0.00"
"1"," -0.06"
"1","  0.00"
"1","  0.05"
"1"," -0.10"
"1"," -0.15"
"1","
"
